"bush_02022005" "bush_02032001" "bush_03022003" "bush_20012004" "bush_23012007" "bush_24092001" "bush_28012003" "bush_28012008" "bush_31012008" "obama_08092011" "obama_09092009" "obama_12012016" "obama_12022013" "obama_20012015" "obama_24012012" "obama_24022009" "obama_25012011" "obama_27012010" "obama_28012014"
"body" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0.0515729757607014 0 0 0.0169061707523246 0.0151469251741896 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"bridges" 0 0 0 0 0 0 0 0 0 0.0678272665611576 0 0 0.0265146493437624 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.01308386759126 0 0
"brings" 0.038933229511388 0.0227531285551763 0 0 0.0178380306814128 0 0 0.0171909919202338 0 0 0 0.0302938503483793 0 0 0.0129032258064516 0 0 0 0.0131734949282045
"calling" 0 0 0.0184774575018477 0.0190005700171005 0.0178380306814128 0 0.0183150183150183 0.0171909919202338 0 0 0.0169061707523246 0 0 0 0 0 0 0.0373878364905284 0
"captured" 0.019466614755694 0 0 0.0570017100513015 0 0 0 0.0343819838404676 0.0186393289841566 0 0 0 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"carry" 0 0 0 0 0.0178380306814128 0.0649561545956479 0 0.0171909919202338 0 0 0.0338123415046492 0 0 0 0 0.0152392563242914 0 0.0124626121635095 0.0131734949282045
"case" 0 0 0.0369549150036955 0 0.0178380306814128 0 0.0366300366300366 0 0 0 0.0169061707523246 0 0 0.0139392249790912 0 0.0152392563242914 0 0 0.0131734949282045
"cells" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0.0343819838404676 0 0 0 0 0 0 0.0129032258064516 0 0 0.0249252243270189 0
"chaos" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0.0356760613628255 0 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0.0132573246718812 0 0 0 0 0 0
"childcare" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12545302481182 0 0 0 0 0
"claims" 0.019466614755694 0.0455062571103527 0 0 0 0 0 0 0.0186393289841566 0 0.0338123415046492 0.0151469251741896 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"colombia" 0 0 0 0 0 0 0 0.0343819838404676 0 0.0452181777074384 0 0.0151469251741896 0 0 0.0129032258064516 0 0.01308386759126 0.0249252243270189 0
"commitments" 0 0 0 0.0190005700171005 0.0356760613628255 0 0 0.0171909919202338 0.0372786579683131 0 0 0 0 0 0.0129032258064516 0 0 0.0124626121635095 0.0131734949282045
"consumers" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0.0338123415046492 0 0.0265146493437624 0 0.0258064516129032 0.0152392563242914 0 0.0124626121635095 0
"continued" 0 0 0.0184774575018477 0.0190005700171005 0 0.032478077297824 0.0183150183150183 0 0.0186393289841566 0 0 0 0.0132573246718812 0 0 0.0304785126485827 0 0.0124626121635095 0
"corps" 0.019466614755694 0 0.0184774575018477 0 0.0535140920442383 0 0.0366300366300366 0 0.0186393289841566 0 0 0 0 0 0.0129032258064516 0 0 0 0
"couldn^t" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0.0387096774193548 0.0152392563242914 0.01308386759126 0 0.0395204847846134
"courts" 0.038933229511388 0.0227531285551763 0 0 0.0356760613628255 0 0 0 0.0559179869524697 0 0 0.0151469251741896 0 0 0 0 0 0 0
"d" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0.0169061707523246 0.0302938503483793 0.0397719740156436 0 0 0 0.02616773518252 0 0
"decency" 0.019466614755694 0 0 0 0 0.032478077297824 0 0.0171909919202338 0 0 0 0.0151469251741896 0 0.0139392249790912 0 0.0152392563242914 0 0.0373878364905284 0
"defeated" 0 0 0.0184774575018477 0.0190005700171005 0 0.032478077297824 0.0183150183150183 0.0515729757607014 0.0186393289841566 0 0 0 0 0 0.0129032258064516 0 0 0 0
"democrat" 0 0.0455062571103527 0 0 0.0178380306814128 0 0 0 0.0186393289841566 0.0226090888537192 0.0169061707523246 0.0151469251741896 0 0 0.0129032258064516 0 0 0.0124626121635095 0
"denied" 0 0 0 0.0190005700171005 0 0 0 0 0 0 0.0169061707523246 0 0.0132573246718812 0.0139392249790912 0.0129032258064516 0 0 0.0373878364905284 0.0131734949282045
"dime" 0 0 0 0 0 0 0 0 0 0 0.0338123415046492 0 0.0132573246718812 0 0 0.0457177689728741 0 0.0249252243270189 0.0131734949282045
"diploma" 0.019466614755694 0 0 0 0 0 0 0 0 0 0 0 0.0265146493437624 0 0.0129032258064516 0.0304785126485827 0.02616773518252 0.0124626121635095 0
"discipline" 0.019466614755694 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0 0 0 0 0 0 0 0 0.0304785126485827 0.02616773518252 0.0124626121635095 0
"dollar" 0 0.0227531285551763 0 0 0 0 0 0 0 0 0.0169061707523246 0 0.0530292986875249 0 0 0.0304785126485827 0 0 0.0131734949282045
"doubling" 0.019466614755694 0.0227531285551763 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0 0.0516129032258065 0 0.01308386759126 0.0124626121635095 0
"emissions" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0 0.0151469251741896 0.0265146493437624 0.0418176749372735 0 0.0152392563242914 0 0 0.0131734949282045
"enterprise" 0 0 0 0.038001140034201 0.0178380306814128 0.032478077297824 0 0 0 0 0 0 0.0132573246718812 0 0 0.0304785126485827 0.02616773518252 0 0
"equipment" 0.019466614755694 0 0 0.0190005700171005 0.0178380306814128 0 0 0 0 0.0226090888537192 0 0 0 0 0.0129032258064516 0.0152392563242914 0.02616773518252 0.0124626121635095 0
"everywhere" 0 0 0 0 0 0.0649561545956479 0 0 0.0372786579683131 0 0 0.0302938503483793 0 0.0139392249790912 0 0.0152392563242914 0.01308386759126 0 0
"experience" 0 0 0 0.0190005700171005 0 0 0 0 0.0372786579683131 0 0.0338123415046492 0 0.0132573246718812 0.0139392249790912 0.0258064516129032 0 0 0 0
"factories" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0387096774193548 0.0152392563242914 0.02616773518252 0.0124626121635095 0.0263469898564089
"factory" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0 0 0.0132573246718812 0 0.0387096774193548 0 0.02616773518252 0 0.0263469898564089
"failed" 0 0 0 0.038001140034201 0 0 0 0.0343819838404676 0.0372786579683131 0 0 0.0151469251741896 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"fought" 0 0 0 0 0 0 0 0 0.0186393289841566 0 0.0169061707523246 0.0302938503483793 0.0132573246718812 0 0.0129032258064516 0 0.02616773518252 0 0.0131734949282045
"freeze" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0 0 0.0152392563242914 0.0392516027737799 0.0498504486540379 0
"gain" 0 0 0.0184774575018477 0.038001140034201 0.0178380306814128 0 0.0183150183150183 0 0.0186393289841566 0 0 0.0151469251741896 0 0 0 0 0 0.0249252243270189 0
"governor" 0 0 0 0 0 0.0649561545956479 0 0.0171909919202338 0 0 0 0 0.0265146493437624 0 0 0 0 0 0.0526939797128178
"gpo" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"graduate" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0.0397719740156436 0.0278784499581823 0.0258064516129032 0 0 0.0124626121635095 0
"grown" 0.019466614755694 0 0 0 0.0356760613628255 0 0 0 0 0 0.0338123415046492 0 0 0 0.0129032258064516 0.0152392563242914 0 0.0124626121635095 0.0131734949282045
"gulf" 0 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0343819838404676 0.0186393289841566 0 0 0 0 0.0139392249790912 0.0258064516129032 0 0 0 0
"h" 0 0 0 0 0 0 0.0732600732600733 0.0171909919202338 0 0 0.0169061707523246 0 0 0 0.0129032258064516 0.0152392563242914 0 0.0124626121635095 0
"happened" 0 0 0.0184774575018477 0 0 0.0649561545956479 0.0183150183150183 0.0171909919202338 0 0 0.0169061707523246 0 0 0 0.0129032258064516 0 0.01308386759126 0 0.0131734949282045
"hardest" 0 0.0227531285551763 0 0.038001140034201 0 0 0 0 0 0.0226090888537192 0 0 0.0132573246718812 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.01308386759126 0 0
"haven" 0 0.0227531285551763 0 0 0.0356760613628255 0.032478077297824 0 0.0343819838404676 0.0186393289841566 0 0 0 0 0.0139392249790912 0 0 0.01308386759126 0 0
"haven^t" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0.0151469251741896 0 0.0139392249790912 0.0129032258064516 0.0304785126485827 0.01308386759126 0.0124626121635095 0.0131734949282045
"havens" 0 0 0 0 0.0356760613628255 0 0 0.0171909919202338 0 0 0 0.0151469251741896 0 0 0 0.0304785126485827 0.0392516027737799 0 0
"hidden" 0.019466614755694 0 0.0369549150036955 0 0 0 0.0366300366300366 0 0 0.0226090888537192 0.0169061707523246 0.0151469251741896 0 0 0 0 0.01308386759126 0 0
"high-quality" 0 0 0 0 0 0 0.0183150183150183 0 0 0 0.0169061707523246 0 0.0397719740156436 0.0139392249790912 0 0 0 0 0.0395204847846134
"high-tech" 0 0 0 0 0 0 0 0 0 0 0 0 0.0397719740156436 0 0.0516129032258065 0 0 0 0.0263469898564089
"hiring" 0 0 0 0 0 0 0 0.0171909919202338 0 0.0452181777074384 0 0 0.0132573246718812 0.0139392249790912 0.0387096774193548 0 0 0 0.0131734949282045
"historic" 0 0 0.0184774575018477 0.038001140034201 0 0 0.0183150183150183 0 0.0186393289841566 0 0 0 0.0132573246718812 0.0139392249790912 0 0.0304785126485827 0 0 0
"homeowners" 0 0 0 0 0 0 0 0.0343819838404676 0 0.0226090888537192 0.0169061707523246 0.0151469251741896 0.0132573246718812 0 0.0258064516129032 0 0 0.0124626121635095 0
"hopes" 0.019466614755694 0 0.0184774575018477 0 0.0178380306814128 0.032478077297824 0.0183150183150183 0 0.0186393289841566 0 0 0 0 0.0139392249790912 0 0 0.01308386759126 0 0.0131734949282045
"huge" 0 0 0 0 0.0713521227256511 0 0 0 0 0 0.0169061707523246 0 0.0132573246718812 0 0.0387096774193548 0 0 0 0
"hundred" 0 0 0 0.0190005700171005 0 0 0 0 0 0.0226090888537192 0 0 0.0265146493437624 0 0.0387096774193548 0 0 0.0249252243270189 0
"ideals" 0 0 0 0 0 0 0 0.0171909919202338 0.0372786579683131 0 0 0 0.0265146493437624 0 0 0 0 0.0249252243270189 0.0263469898564089
"independence" 0 0.0227531285551763 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0171909919202338 0 0 0 0 0.0132573246718812 0 0 0 0.02616773518252 0 0.0131734949282045
"india" 0 0 0 0 0 0.032478077297824 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0.0785032055475599 0 0
"individual" 0 0 0 0.038001140034201 0 0 0 0 0 0.0226090888537192 0.0169061707523246 0 0.0132573246718812 0 0 0 0.01308386759126 0.0124626121635095 0.0263469898564089
"islamic" 0 0 0 0 0 0.129912309191296 0 0 0 0 0 0.0302938503483793 0 0.0278784499581823 0 0 0 0.0124626121635095 0
"japan" 0 0 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0 0.0186393289841566 0 0 0 0.0132573246718812 0.0139392249790912 0 0.0152392563242914 0 0 0
"killers" 0 0 0.0184774575018477 0.0950028500855026 0.0178380306814128 0 0.0183150183150183 0 0 0 0 0.0151469251741896 0 0 0 0 0 0 0
"language" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0.0178380306814128 0 0 0.0171909919202338 0.0186393289841566 0 0 0.0151469251741896 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"lasting" 0 0 0 0 0 0 0 0.0171909919202338 0.0186393289841566 0 0 0.0151469251741896 0.0132573246718812 0 0 0.0304785126485827 0.01308386759126 0.0124626121635095 0.0131734949282045
"legal" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0.0356760613628255 0 0 0 0 0 0 0 0.0397719740156436 0.0139392249790912 0 0 0 0 0
"lie" 0 0 0.0184774575018477 0 0.0178380306814128 0 0.0366300366300366 0 0 0 0.0338123415046492 0.0151469251741896 0 0.0139392249790912 0 0.0152392563242914 0 0 0
"march" 0 0.0227531285551763 0 0.038001140034201 0 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0.0139392249790912 0 0 0.01308386759126 0 0.0263469898564089
"meeting" 0 0 0 0.038001140034201 0 0 0 0 0.0186393289841566 0 0.0338123415046492 0 0.0132573246718812 0.0139392249790912 0 0 0.01308386759126 0.0124626121635095 0
"missile" 0 0.0227531285551763 0.0369549150036955 0 0 0 0.0366300366300366 0 0 0 0 0 0.0265146493437624 0 0 0 0.02616773518252 0 0
"monday" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0 0.0171909919202338 0.0186393289841566 0.0226090888537192 0 0 0 0 0 0 0 0 0
"moving" 0.019466614755694 0.0227531285551763 0 0 0 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0.0387096774193548 0.0152392563242914 0 0 0.0131734949282045
"n" 0 0 0.073909830007391 0 0.0178380306814128 0 0.0732600732600733 0 0 0 0 0 0 0 0 0 0 0 0
"named" 0 0 0 0 0 0.0974342318934719 0 0 0 0 0 0 0.0530292986875249 0 0 0 0.02616773518252 0 0
"news" 0 0 0.0184774575018477 0.0190005700171005 0 0.032478077297824 0.0183150183150183 0 0 0 0 0 0.0265146493437624 0.0139392249790912 0 0 0.01308386759126 0 0.0131734949282045
"officer" 0 0 0 0.0190005700171005 0 0 0 0 0 0.0226090888537192 0 0 0.0265146493437624 0.0139392249790912 0.0258064516129032 0 0 0 0.0263469898564089
"opened" 0.019466614755694 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0 0 0.0151469251741896 0.0132573246718812 0 0.0258064516129032 0 0.01308386759126 0 0.0131734949282045
"owe" 0 0.0455062571103527 0 0 0.0178380306814128 0 0 0.0515729757607014 0 0 0 0 0 0.0139392249790912 0.0129032258064516 0 0 0 0.0131734949282045
"pace" 0 0 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0.0171909919202338 0 0 0 0.0302938503483793 0.0132573246718812 0.0278784499581823 0 0 0 0 0
"peninsula" 0 0 0.0369549150036955 0 0.0178380306814128 0 0.0366300366300366 0 0 0 0 0 0.0132573246718812 0 0 0 0.02616773518252 0.0124626121635095 0
"poor" 0.019466614755694 0.0227531285551763 0 0 0.0356760613628255 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0.0132573246718812 0 0.0129032258064516 0 0 0 0.0131734949282045
"practices" 0 0.0227531285551763 0 0 0 0 0 0.0171909919202338 0 0 0.0169061707523246 0.0151469251741896 0 0.0139392249790912 0.0258064516129032 0.0152392563242914 0 0.0124626121635095 0
"president^s" 0 0 0 0 0 0 0.0183150183150183 0.0171909919202338 0 0 0 0.0151469251741896 0.0132573246718812 0 0.0129032258064516 0.0152392563242914 0 0.0249252243270189 0.0131734949282045
"presidents" 0 0.0455062571103527 0.0184774575018477 0 0.0178380306814128 0.032478077297824 0.0183150183150183 0 0.0372786579683131 0 0 0 0 0 0.0129032258064516 0 0 0 0
"pressure" 0 0 0 0 0.0178380306814128 0 0 0.0343819838404676 0 0 0.0338123415046492 0 0.0132573246718812 0 0.0129032258064516 0 0.01308386759126 0 0.0131734949282045
"privilege" 0.038933229511388 0.068259385665529 0 0 0.0178380306814128 0 0 0 0.0372786579683131 0 0 0 0 0 0 0.0152392563242914 0 0 0
"protects" 0 0.0227531285551763 0.0184774575018477 0.038001140034201 0 0 0.0183150183150183 0 0 0 0 0.0151469251741896 0.0132573246718812 0.0139392249790912 0 0 0 0 0.0131734949282045
"publishing" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"qaida^s" 0 0 0.0184774575018477 0.0190005700171005 0 0.032478077297824 0 0.0343819838404676 0 0 0 0 0 0 0.0129032258064516 0 0.01308386759126 0.0124626121635095 0.0131734949282045
"rather" 0.038933229511388 0 0 0 0 0 0 0 0 0 0.0338123415046492 0.0151469251741896 0.0132573246718812 0.0278784499581823 0 0 0 0.0124626121635095 0
"read" 0 0.0227531285551763 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0 0 0 0 0 0.0265146493437624 0 0 0.0152392563242914 0 0.0249252243270189 0
"refinancing" 0 0 0 0 0 0 0 0 0 0.0226090888537192 0 0 0.0265146493437624 0 0.0387096774193548 0.0152392563242914 0 0.0249252243270189 0
"refuse" 0 0.0227531285551763 0 0.038001140034201 0 0 0 0.0171909919202338 0 0.0226090888537192 0.0169061707523246 0 0 0 0.0129032258064516 0.0152392563242914 0 0.0124626121635095 0
"reject" 0 0 0 0 0 0 0 0.0171909919202338 0.0186393289841566 0.0678272665611576 0 0.0151469251741896 0 0.0139392249790912 0 0.0152392563242914 0 0.0124626121635095 0
"risks" 0.019466614755694 0 0.0369549150036955 0.0190005700171005 0 0 0.0366300366300366 0 0 0 0 0 0 0.0139392249790912 0 0 0 0.0124626121635095 0.0131734949282045
"roads" 0 0 0 0 0 0 0 0.0171909919202338 0 0.0226090888537192 0 0 0.0132573246718812 0 0.0258064516129032 0.0152392563242914 0.02616773518252 0 0.0131734949282045
"seeing" 0.019466614755694 0 0 0 0 0 0 0.0171909919202338 0.0372786579683131 0.0226090888537192 0 0.0151469251741896 0.0132573246718812 0 0 0 0.02616773518252 0 0
"sending" 0 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0 0 0.0226090888537192 0 0 0 0.0278784499581823 0.0129032258064516 0.0152392563242914 0.01308386759126 0 0
"signed" 0 0 0.0184774575018477 0.038001140034201 0 0 0 0 0 0.0226090888537192 0 0 0.0132573246718812 0.0139392249790912 0.0129032258064516 0 0.01308386759126 0 0.0131734949282045
"solution" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0.0171909919202338 0 0.0226090888537192 0.0169061707523246 0.0151469251741896 0.0265146493437624 0 0 0 0.01308386759126 0 0
"teach" 0 0.0227531285551763 0 0.038001140034201 0 0 0 0 0.0372786579683131 0 0 0 0 0 0.0258064516129032 0 0.02616773518252 0 0
"town" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0 0 0.0139392249790912 0.0387096774193548 0.0152392563242914 0.01308386759126 0.0124626121635095 0.0131734949282045
"transcript" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0.0178380306814128 0 0 0.0171909919202338 0.0186393289841566 0 0 0.0151469251741896 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"tyranny" 0.038933229511388 0 0 0.038001140034201 0 0 0 0.0343819838404676 0.0186393289841566 0 0 0 0 0 0.0129032258064516 0 0 0 0.0131734949282045
"ukraine" 0.038933229511388 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0 0 0.0302938503483793 0 0.0278784499581823 0 0 0 0 0.0131734949282045
"uninsured" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0.0676246830092984 0 0 0.0139392249790912 0 0 0.01308386759126 0.0249252243270189 0
"uranium" 0.019466614755694 0 0.0369549150036955 0.0190005700171005 0 0 0.0366300366300366 0.0171909919202338 0 0 0 0.0151469251741896 0 0 0 0 0 0 0.0131734949282045
"violent" 0 0 0 0.038001140034201 0.0356760613628255 0 0 0.0171909919202338 0.0372786579683131 0 0 0 0.0132573246718812 0.0139392249790912 0 0 0 0 0
"voice" 0 0 0 0.038001140034201 0 0.032478077297824 0 0 0 0.0226090888537192 0 0.0302938503483793 0 0.0139392249790912 0 0 0.01308386759126 0 0.0131734949282045
"voices" 0 0 0 0 0.0178380306814128 0 0 0 0 0 0 0.121175401393517 0 0 0 0 0 0 0
"volume" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"wars" 0 0 0 0 0 0.0649561545956479 0 0 0 0 0.0169061707523246 0.0151469251741896 0 0.0139392249790912 0 0.0152392563242914 0 0.0373878364905284 0
"watch" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0 0.032478077297824 0.0183150183150183 0 0 0.0226090888537192 0.0169061707523246 0 0 0 0 0.0152392563242914 0 0.0124626121635095 0
"watching" 0 0 0 0 0.0178380306814128 0 0 0 0 0.0226090888537192 0 0.0151469251741896 0 0 0.0258064516129032 0.0457177689728741 0.01308386759126 0 0
"weapon" 0 0 0.0184774575018477 0 0 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0.0132573246718812 0 0.0129032258064516 0 0 0 0.0263469898564089
"went" 0.019466614755694 0 0 0 0.0178380306814128 0 0 0 0 0 0 0 0 0.0139392249790912 0.0129032258064516 0.0304785126485827 0.02616773518252 0.0124626121635095 0
"who^s" 0 0 0 0 0 0 0 0 0 0 0 0 0.0265146493437624 0.0278784499581823 0.0129032258064516 0 0.01308386759126 0.0249252243270189 0.0131734949282045
"worthy" 0 0.0227531285551763 0 0 0.0178380306814128 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0.0132573246718812 0.0278784499581823 0 0.0304785126485827 0 0 0
"www" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"absolutely" 0 0 0 0 0 0 0 0 0 0 0 0 0.0132573246718812 0 0.0129032258064516 0.0457177689728741 0 0.0373878364905284 0
"accounted" 0 0 0.073909830007391 0 0 0 0.0732600732600733 0 0 0 0 0 0 0 0 0 0 0 0
"acted" 0 0 0 0.0190005700171005 0.0178380306814128 0.032478077297824 0 0.0171909919202338 0 0 0 0.0151469251741896 0 0 0.0129032258064516 0 0 0.0124626121635095 0.0131734949282045
"acts" 0 0 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0.0151469251741896 0.0132573246718812 0 0 0 0.01308386759126 0 0
"addicted" 0 0 0.0554323725055432 0.0190005700171005 0 0 0.0549450549450549 0 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"agreed" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0 0 0 0.0265146493437624 0 0.0258064516129032 0.0152392563242914 0.01308386759126 0 0
"allen" 0 0 0 0 0 0 0 0 0 0 0.0338123415046492 0 0 0 0 0 0.0785032055475599 0 0
"allowing" 0 0.0455062571103527 0 0.0190005700171005 0.0178380306814128 0 0 0.0171909919202338 0.0372786579683131 0 0 0 0 0.0139392249790912 0 0 0 0 0
"ambitious" 0.019466614755694 0 0 0.0190005700171005 0.0178380306814128 0 0 0 0.0186393289841566 0.0226090888537192 0 0.0151469251741896 0 0.0139392249790912 0 0 0 0.0124626121635095 0
"announcing" 0 0 0 0 0 0 0 0 0 0 0.0169061707523246 0.0151469251741896 0.0530292986875249 0 0.0129032258064516 0 0 0 0.0131734949282045
"apart" 0 0 0 0.0190005700171005 0 0 0 0.0171909919202338 0 0.0226090888537192 0 0 0.0132573246718812 0.0139392249790912 0 0 0.0392516027737799 0 0
"argue" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0.0338123415046492 0.0302938503483793 0 0 0 0 0.01308386759126 0.0249252243270189 0
"battle" 0.019466614755694 0 0.0184774575018477 0.0190005700171005 0.0356760613628255 0.032478077297824 0.0183150183150183 0 0 0 0 0 0 0 0.0129032258064516 0 0 0 0
"belief" 0.019466614755694 0 0 0 0 0 0 0 0.0186393289841566 0.0226090888537192 0.0169061707523246 0.0151469251741896 0 0 0 0 0 0.0124626121635095 0.0263469898564089
"boehner" 0 0 0 0 0 0 0 0.0171909919202338 0 0.0226090888537192 0 0 0.0132573246718812 0.0139392249790912 0.0129032258064516 0 0.02616773518252 0 0.0131734949282045
"boys" 0 0 0.0369549150036955 0.0190005700171005 0 0 0.0366300366300366 0.0343819838404676 0 0 0 0 0 0 0 0 0 0 0.0131734949282045
"breakthroughs" 0 0 0 0 0.0178380306814128 0 0 0.0171909919202338 0.0372786579683131 0 0 0.0151469251741896 0 0 0 0.0152392563242914 0.02616773518252 0 0
"broader" 0.058399844267082 0.0227531285551763 0 0 0.0178380306814128 0 0 0 0.0186393289841566 0 0 0 0 0.0139392249790912 0.0129032258064516 0 0 0 0
"buildings" 0 0 0 0 0 0.032478077297824 0 0 0 0 0 0 0.0265146493437624 0 0.0129032258064516 0.0304785126485827 0.01308386759126 0.0124626121635095 0
"burma" 0 0 0 0 0.0178380306814128 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0.0265146493437624 0 0.0258064516129032 0 0 0 0.0131734949282045
"cases" 0.038933229511388 0 0 0 0.0356760613628255 0 0 0 0.0372786579683131 0 0 0 0 0 0.0129032258064516 0.0152392563242914 0 0 0
"causes" 0 0 0.0369549150036955 0 0.0178380306814128 0 0.0366300366300366 0 0 0 0 0.0151469251741896 0 0 0 0.0152392563242914 0 0 0.0131734949282045
"cheney" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0 0.0183150183150183 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"childhood" 0 0 0 0 0 0 0 0 0 0 0 0.0302938503483793 0.0265146493437624 0 0 0.0152392563242914 0 0.0124626121635095 0.0263469898564089
"children^s" 0.019466614755694 0.0227531285551763 0 0.0190005700171005 0.0178380306814128 0 0 0 0 0 0 0 0 0.0139392249790912 0 0.0304785126485827 0 0 0.0131734949282045
"cities" 0.019466614755694 0 0 0.0190005700171005 0 0.032478077297824 0 0.0171909919202338 0 0 0 0 0 0.0139392249790912 0 0.0152392563242914 0.01308386759126 0 0.0131734949282045
"classroom" 0 0 0.0184774575018477 0 0 0 0.0183150183150183 0 0 0.0226090888537192 0 0 0 0.0139392249790912 0.0129032258064516 0.0152392563242914 0.02616773518252 0 0
"commanders" 0.038933229511388 0 0.0184774575018477 0 0.0178380306814128 0 0.0183150183150183 0.0343819838404676 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"compilation" 0.019466614755694 0.0227531285551763 0.0184774575018477 0.0190005700171005 0.0178380306814128 0.032478077297824 0 0.0171909919202338 0.0186393289841566 0 0 0 0 0 0 0 0 0 0
"concern" 0 0 0 0 0 0 0 0.0171909919202338 0 0 0.0338123415046492 0.0151469251741896 0.0132573246718812 0 0 0.0457177689728741 0 0 0
"conservation" 0.019466614755694 0.068259385665529 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0 0 0 0 0 0 0 0.0129032258064516 0 0 0 0
"consider" 0 0 0.0369549150036955 0.0190005700171005 0 0 0.0366300366300366 0 0 0 0 0 0.0132573246718812 0 0 0 0 0.0249252243270189 0
"culture" 0.038933229511388 0 0.0184774575018477 0.0190005700171005 0 0 0.0183150183150183 0 0.0372786579683131 0 0 0 0 0 0 0 0 0 0.0131734949282045
"decision" 0 0 0.0184774575018477 0 0 0.032478077297824 0.0183150183150183 0 0 0 0 0 0 0.0139392249790912 0 0 0 0.0124626121635095 0.0395204847846134
"decisive" 0 0 0.0184774575018477 0 0.0178380306814128 0.032478077297824 0.0183150183150183 0 0.0186393289841566 0 0.0338123415046492 0 0 0 0.0129032258064516 0 0 0 0
"declared" 0.038933229511388 0 0 0.0190005700171005 0.0178380306814128 0 0 0.0171909919202338 0.0186393289841566 0 0 0 0.0132573246718812 0 0 0 0 0 0.0131734949282045
